vi_text,labels
Sự gây quỹ nên được sử dụng để hỗ trợ các nhân viên đang đối mặt với những tình huống bất ngờ và không lường trước như tai nạn xe hơi,2
"Các phòng ban phải nhận thức rõ ràng về một hệ thống báo cáo thường xuyên và đầy đủ, đảm bảo rằng họ luôn được thông tin mới nhất trong thời gian ngắn nhất có thể.",3
Đại dịch đã thách thức chúng ta như một cộng đồng Huron và cũng theo những cách riêng biệt cho mỗi cá nhân,0
Bên cạnh thiết kế dũng cảm và công nghệ tiên phong có hiệu suất nâng cao với di sản của tinh thần Nhật Bản cốt lõi và tay nghề bậc thầy trên các mẫu xe sang trọng Lexus đang biến thành một thương hiệu lối sống xa xỉ đầy cảm xúc nơi Lexus tạo ra những khoảnh khắc rực rỡ trải nghiệm tuyệt vời được thiết kế riêng cho mỗi Khách hàng,2
Vào tháng 9 chúng tôi sẽ tổ chức buổi gây quỹ thứ hai để vinh danh Tháng Nhận thức về Ung thư Trẻ em,2
Các mảnh vụn polyester tái chế từ chai nhựa PET tái chế là động lực chính cho sự tăng trưởng của STK do nhu cầu cao về các sản phẩm xơ thân thiện với môi trường trên thị trường,1
Mức lương trung bình hàng năm cho nhân viên tại các công ty đa quốc gia là khoảng 120 nghìn đô la mỗi năm cao hơn đáng kể so với mức thu nhập trung bình ở khu vực thành thị của Việt Nam là 35 nghìn đô la,2
Để tăng cường sử dụng các sản phẩm thân thiện với môi trường nhằm giảm thiểu ảnh hưởng của chúng đối với môi trường việc áp dụng những biện pháp này là cần thiết cho sự bền vững lâu dài,1
Nó có nghĩa là siêu địa phương từ việc mở rộng mạng lưới để kết nối nhiều gia đình và doanh nghiệp hơn đến tin tức chúng tôi mang đến cho người xem mỗi ngày đến việc thuê một lực lượng lao động đa dạng và bao gồm và cung cấp cơ hội nghề nghiệp và là thành viên tích cực của cộng đồng chúng tôi phục vụ,2
Tổng tỷ lệ tai nạn lao động số vụ tai nạn lao động trên số lao động tương ứng là 11276 202021 9484,2
Đồng thời lắng nghe và đáp ứng những quan ngại cũng như nhu cầu của nhân viên.,2
Sau khi ký kết các thoả thuận vào cuối năm 2011 ông được bổ nhiệm làm Tổng Giám đốc của Ngân hàng TMCP Phát triển Mekong và trở thành người nước ngoài đầu tiên đảm nhận một vị trí điều hành trong ngân hàng địa phương ở Việt Nam,3
Các nhà cung cấp phải hoàn trả cho công nhân của họ bất kỳ khoản phí tuyển dụng hoặc thuê mướn nào được trả,2
Hãy áp dụng những tiến bộ công nghệ xây dựng mới này để đảm bảo tính an toàn và đạt được năng suất cao hơn,2
Các chuyên gia cho rằng doanh nghiệp có vai trò quan trọng trong việc giải quyết vấn đề biến đổi khí hậu,0
Để đảm bảo chất lượng của Báo cáo do Bên thứ ba GRI 25 STK cam kết về tính trung thực chính xác và minh bạch đối với tất cả các thông tin được cung cấp trong báo cáo,3
Trong khi LKQ có nhiều cơ sở và nhân viên đang trên đường đi của những cơn bão này may mắn thay không ai bị ảnh hưởng,2
Mức dioxit đang ở mức cao kỷ lục và vẫn đang tăng,1
"Khuyến khích nhân viên có thành tích vượt trội trong học tập và các hoạt động ngoại khóa như thể thao, âm nhạc hoặc nghệ thuật sẽ mang lại sự cân bằng lành mạnh giữa công việc và cuộc sống.",2
Xây dựng Trung tâm Điều hành Tập trung IOC và triển khai một Hệ thống Giám sát Toàn diện để theo dõi mức độ ô nhiễm trong môi trường,1
Ngoài ra InterLOG cũng tập trung vào việc giảm phát thải khí nhà kính với hy vọng lan tỏa các hành động bảo vệ môi trường đến các bên liên quan và thay đổi nhận thức về bảo vệ môi trường cho tất cả các bên trong cuộc hành trình phủ xanh hành tinh này,1
Nhờ những nỗ lực như thế này và nhiều nỗ lực khác chúng tôi ước tính ARRC đã giúp chuyển hướng hơn hàng tấn chất thải từ các bãi chôn lấp kể từ năm tài chính 2017,1
Superdome là một điểm đến được hoan nghênh và là nơi tổ chức các sự kiện thể thao lớn quan trọng nhất của quốc gia chẳng hạn như Super Bowl và Final Four,0
Các nguyên tắc GRI đã cho thấy phương pháp báo cáo của chúng tôi trọng yếu các vấn đề liên quan đến tác động quan trọng nhất của chúng tôi và có tầm quan trọng nhất đối với các bên liên quan bao gồm các bên liên quan đáp ứng với kỳ vọng và lợi ích của các bên liên quan bối cảnh bền vững thể hiện hiệu suất của chúng tôi trong bối cảnh rộng hơn về các vấn đề bền vững và tính đầy đủ bao gồm tất cả các thông tin phản ánh tác động kinh tế đáng kể để cho phép các bên liên quan đánh giá hiệu suất của chúng tôi,3
Vai trò của tuyến thứ hai được thể hiện thông qua việc giám sát hỗ trợ và phê bình các chính sách quản lý rủi ro trọng yếu IRP do Trung tâm quản lý rủi ro VCC thiết lập để xác định những vấn đề cơ bản trong quản trị rủi ro tại tập đoàn,3
Tham vọng bao trùm của chúng tôi là xây dựng sự hỗ trợ có cấu trúc và con đường sự nghiệp để mọi người có cơ hội xây dựng sự nghiệp trọn đời với chúng tôi,2
Các tiêu chuẩn cho mục tiêu là lượng khí thải năm 2012 là 77701 tấn,1
Các chi hạm đội trong toàn bộ Sư đoàn Nam Trung Bộ nhanh chóng được huy động trong những ngày sau cơn bão Ida,0
BAN HÀNH BẢNG THÔNG TIN BAN ĐẦU CỦA CÁC CHỈ SỐ Bình đẳng doanh nghiệp Chúng ta tiếp tục đạt được Chỉ số Bình đẳng doanh nghiệp một công cụ chuẩn mực về chính sách thực tiễn và lợi ích của doanh nghiệp quan trọng và phù hợp với nhân viên đồng tính nữ đồng tính nam song tính chuyển giới và đồng tính nam,2
"Ông Hồ Văn Vương, giám đốc dự án trên cao ở Hưng Yên, đưa ra một tuyên bố.",0
Ngoài các nguồn tài nguyên trên trang web về sức khỏe nội bộ các thành viên có thể truy cập vào một nền tảng tương tác trực tuyến để theo dõi tiến độ của các mục tiêu cá nhân và tài chính,0
Hoạt động tuân thủ quy định của Công ty còn thể hiện việc Công ty đã chủ động giải quyết những vướng mắc về pháp lý liên quan đến các dự án đang triển khai cho các đối tác kinh doanh nhà đầu tư khách hàng và công chúng,3
Chiến lược PTBV của Tập đoàn Novaland luôn đề cao hiệu quả kinh tế nhằm hướng đến việc mang lại lợi ích dài hạn cho cộng đồng góp phần giải quyết các bài toán quy hoạch và phát triển đô thị,3
Phản ánh tình hình dịch vụ kể từ đợt chào bán công khai đầu tiên của chúng tôi vào tháng 10 Hội đồng quản trị của chúng tôi Hội đồng quản trị và ban điều hành của chúng tôi cam kết liêm chính trung thực trong hoạt động kinh doanh của chúng tôi,3
Sử dụng nước Sử dụng nước có liên quan trực tiếp đến số lượng tấm được sản xuất và do đó sắp xếp,0
Thiết lập chính sách rõ ràng về chống tham nhũng Tập đoàn PAN đã ban hành Chính sách chống tham nhũng và Hối lộ vào năm 2019,3
Tổ chức các buổi hội thảo đào tạo để nâng cao nhận thức sự hiểu biết của nhân viên về các nguy cơ tiềm ẩn và các thủ tục quản lý rủi ro,2
"Rủi ro tài chính của Vingroup là các rủi ro liên quan đến thanh khoản, lãi suất và tỷ giá hối đoái.",3
Các chương trình khác nhau theo địa điểm và bao gồm thúc đẩy lựa chọn lối sống lành mạnh Chương trình Hỗ trợ Nhân viên EAP với các dịch vụ như tư vấn tư vấn tài chính và pháp lý hoặc hỗ trợ chuyên gia dịch vụ y tế nghề nghiệp và giảm giá về lợi ích chăm sóc sức khoẻ và y tế cho đồng nghiệp và gia đình của họ,2
"Trong lĩnh vực Thương mại dịch vụ, Vincom Retail đã thực hiện các kỹ thuật mới để giảm tiêu thụ năng lượng và phát thải khí nhà kính.",1
Chỉ có sản phẩm mới được gửi cho người mua nếu nhóm đảm bảo chất lượng QA của công ty xác nhận rằng chúng đáp ứng các tiêu chuẩn yêu cầu của tập đoàn,2
ACN tập trung vào các yếu tố bên trong để xây dựng một môi trường làm việc tuyệt vời cho nhân viên của mình ưu tiên nâng cao năng lực nhân sự đảm bảo sức khỏe và an toàn cho họ đồng thời thúc đẩy tính đa dạng và bình đẳng,2
"Đồng thời, Vincom Retail tích cực thúc đẩy các nhà bán lẻ tại trung tâm thương mại của mình tham gia vào sáng kiến này và công nhận rằng khối lượng chất thải được tái chế trên tất cả Vincom Retail vượt quá 80 tấn mỗi năm.",1
Quỹ Công ty Nhân đạo tiếng Anh Company Benevolence Fund viết tắt Fund là một quỹ tự nguyện được hỗ trợ bởi nhân viên được thiết kế để cung cấp hỗ trợ tài chính tạm thời cho các tình huống khẩn cấp hoặc khủng hoảng đủ điều kiện,2
"Câu đã được sửa lại như sau: ""Cung cấp các dịch vụ bảo mật mạng toàn diện, bao gồm cả giải pháp xác thực và nhận dạng nâng cao mà không cần sử dụng mật khẩu.""",3
Chúng tôi tin rằng điều quan trọng là giúp tạo ra sự khác biệt trong cộng đồng quan trọng này,0
Các kinh nghiệm và cơ sở hạ tầng hiện hữu cho việc sản xuất vầ sử dụng hydro trong các nhà máy lọc dầu NMLD và các cơ sở nitơ oxit amoniac UREA,1
Để đảm bảo thu nhập ổn định ở mức độ cần thiết giúp công nhân có tâm lý yên tâm trong công việc và đảm bảo cuộc sống của họ chính sách BHXH cung cấp hỗ trợ cho người sử dụng lao động không phải chịu một khoản chi phí lớn cùng lúc để giải quyết hậu quả do người lao động gặp ốm đau tai nạn rủi ro hoặc nghỉ thai sản,2
Chúng ta có ISO ở Anh Ireland Ba Lan Ý và Romania,0
"Câu nói đã được sửa là: ""Các nghiên cứu khoa học ủng hộ kết luận của chúng tôi.""",0
Khuyến khích việc áp dụng rộng rãi các nguồn tài nguyên và năng lượng tái tạo cũng như thúc đẩy sản xuất các sản phẩm bền vững với môi trường,1
Cả hai tổng phát thải Phạm vi phát thải sau khi mua đền bù và REC đã giảm kể từ năm 2012,1
Anh tốt nghiệp kỹ sư điện tử tại Trường Bách khoa Quốc gia Kiev ở Ukraine và thạc sĩ quản lý nhân sự từ trường Cao đẳng Kỹ thuật Đường sắt Moskva MADI,0
Quản trị doanh nghiệp được xác định là yếu tố cốt lõi để đảm bảo tăng trưởng hiệu quả và phát triển bền vững thông qua những nỗ lực ban hành quy chuẩn và vận dụng thông lệ quốc tế nhằm xây dựng một cơ chế quản trị doanh nghiệp thống nhất chuyên nghiệp trong cách quản lý,3
Hoạt động quản lý rủi ro là một quá trình thiết yếu bao gồm cả biện pháp phòng ngừa lẫn cải thiện tính nhất quán của các chức năng đơn lẻ như Quy tắc Ứng xử Doanh nghiệp COCs Pháp chế và Kiểm toán Nội bộ,3
b Quy trình quản lý rủi ro liên quan đến khí hậu Sự quan tâm của các bên liên quan tăng lên hoặc phản hồi tiêu cực của các bên liên quan Marriott liên tục đánh giá hiệu suất môi trường của chúng tôi và truyền đạt các cam kết và tiến bộ của chúng tôi trong Báo cáo Quản trị Xã hội và Môi trường hàng năm của chúng tôi,3
Theo Bộ Y tế năm 2019 tổng lượng máu do cả nước tiếp nhận là khoảng 2 triệu đơn vị,2
Việc xây dựng các tòa nhà căn hộ cao tầng và mật độ cao ngày càng trở thành xu hướng trên thị trường bất động sản dẫn đến mối quan tâm gia tăng về khả năng xảy ra hỏa hoạn,0
MỤC TIÊU Việc thực hiện công khai và minh bạch các quy định thủ tục trong quá trình hoạt động sẽ góp phần phòng chống tham nhũng một cách hiệu quả đồng thời giúp nâng cao ý thức trách nhiệm của cán bộ nhân viên trong quản trị doanh nghiệp,3
Theo chiến lược của Tập đoàn vai trò và chức năng nhiệm vụ của Ban Cung ứng Đấu thầu được nâng cao và chuyên môn hóa ở tất cả các lĩnh vực đang hoạt động trong Tập đoàn,3
"HĐQT là cơ quan điều hành của Vingroup, có toàn quyền nhân danh tập đoàn thực hiện mọi quyết định mà không thuộc thẩm quyền ĐHĐCĐ hoặc khi được giao một số công việc nhất định.",3
Chiến lược quản lý rủi ro Risk Management được phát triển để phù hợp với chiến lược kinh doanh của PNJ,3
Các hoạt động này liên tục diễn ra đồng thời suốt cả năm cùng với các nhiệm vụ vận hành khác do Hỗ trợ Khối thực hiện cho công việc bảo tồn môi trường và là một phần của Chiến dịch Phát triển bền vững SSI trong nhiều năm qua,3
Theo dõi pháp luật và quy định về môi trường GRI 3071 các cơ quan Nhà nước không thực hiện việc thanh tra giám sát đối với doanh nghiệp là 0 lần,3
Đưa mức phát thải ròng về số không đã được chuyển sang dùng chữ hoa và thuật ngữ chính xác là đạt mức phát thải ròng bằng 0,1
Chúng tôi có ba dấu hiệu tràn 10 dung dịch natri hypochlorite và 20 gallon nước ngầm chưa qua xử lý bị ô nhiễm bởi chất thải được liệt kê K022 một loại chất thải của Cơ quan Bảo vệ Môi trường Hoa Kỳ chỉ định các tars đáy chưng cất từ sản xuất phenolacetone từ cumene,1
Chúng tôi tin rằng sự hiện diện của ban quản lý của chúng tôi tại các phiên họp này cho thấy quản lý nhà máy quản lý đại lý mua hàng và các nhà cung cấp rằng TJX cam kết với Chương trình tuân thủ xã hội toàn cầu của chúng tôi,3
Ngoài ra đây còn là cơ sở để giải quyết những hành động sai trái trong quá trình thực hiện chức trách công vụ đối với nhân viên và cán bộ quản lý khi họ đang làm việc tại SSI,3
Thêm vào đó năm trước chúng tôi báo cáo tiêu thụ năng lượng trong các toà nhà bị phá huỷ theo quốc gia,1
Công ty đặc biệt tập trung vào khía cạnh chăm sóc sức khoẻ có liên quan trong ngành nghề này,2
Bảo đảm điện không carbon Duy trì khả năng tiếp cận lâu dài với điện không carbon thông qua các cơ chế hợp đồng phù hợp 3,1
UPS hỗ trợ PFLAG National trong hơn 18000 cá nhân thông qua 173 buổi học tập làm việc để xây dựng các đồng minh toàn diện và thúc đẩy hành động tại nơi làm việc,2
Để hỗ trợ trách nhiệm giải trình Marriott đã thiết lập một cấu trúc quản trị lãnh đạo cho DEI bao gồm Hội đồng Bao gồm Toàn cầu,3
Năm 2022 Techcombank giới thiệu Khung giá trị cốt lõi được cập nhật nhằm phù hợp với tầm nhìn nhiệm vụ và chiến lược giai đoạn 202125 của ngân hàng,3
Nó cũng cung cấp yêu cầu chuyên gia dinh dưỡng đứng với các cuộc họp giao ban dinh dưỡng ảo cho quân đội trong đại dịch,2
Từ 000 đến số lao động làm việc tại công ty hoàn toàn không có mối liên hệ nào với thời gian làm việc của họ,2
Họ chỉ được phép sử dụng những cơ hội này nếu Ban Giám Sát (được cấu thành bởi các Thành viên Hội Đồng Quản Trị không liên quan) đã xem xét và chấp thuận trước cho việc đó.,3
Giờ đây khách hàng có thể dễ dàng hoàn thành tất cả các nhiệm vụ thông qua ứng dụng di động Techcombank Business mới của chúng ta,2
Đóng góp vào sự phát triển kinh tế với tư cách là một trong những Tập đoàn Kinh doanh đa ngành lớn nhất và tư nhân tại Việt Nam Vingroup đóng vai trò quan trọng trong nền kinh tế ước tính sẽ đóng góp khoảng 16 GDP của Việt Nam vào năm 2030,3
Chúng tôi tập trung nỗ lực kiểm toán của chúng tôi vào các nhà máy này bởi vì chúng tôi tin rằng đây là nơi chúng tôi có thể có tác động có ý nghĩa nhất,0
"Gửi các báo cáo cho các cơ quan có thẩm quyền của nhà nước về việc xử lý hợp lệ, nếu cần thiết theo yêu cầu.",3
Các giải pháp điều hòa không khí trung tâm cửa sổ LowE giúp tiết kiệm điện và giảm lượng khí thải carbon được áp dụng tại nhiều tòa nhà phù hợp với mục tiêu của chúng tôi là cung cấp các sản phẩm bền vững,1
Nếu một nhân viên được tuyển dụng họ có thể nhận việc,2
đã cung cấp dịch vụ chăm sóc răng miễn phí cho những người sống trong nghèo đói ở 23 thành phố trên khắp Bắc Mỹ,2
cung cấp thực phẩm an toàn vận hành nơi làm việc an toàn và giảm thiểu lây lan dịch bệnh,2
Vì vậy bạn không cần phải chờ đợi cho đến khi điều đó xảy ra bởi vì ngay sau khi bạn hiểu những gì đang diễn ra với mình thì nó sẽ hoàn toàn tự nhiên để bắt đầu thu thập hạt giống của riêng bạn và gieo chúng,0
ACB luôn báo cáo đầy đủ và kịp thời về công tác bảo vệ môi trường cho các cơ quan quản lý Nhà nước,3
Nhiều hoạt động của chúng tôi hỗ trợ trẻ em quân đội và những người phản ứng đầu tiên và ung thư,2
Năm 2018 PNJ vẫn đang triển khai các chính sách về thu hồi sản phẩm trong đó có việc tái chế các mặt hàng bị thu hồi để tái sử dụng như nguyên liệu thô cho sản phẩm mới,3
Chúng tôi cũng cung cấp quyền truy cập vào các nguồn lực công cụ và các phiên thông tin bao gồm các chủ đề tài chính khác nhau như chuẩn bị nghỉ hưu hiểu biết tài chính chuẩn bị thuế tư vấn cho sinh viên vay tiền nghỉ phép của cha mẹ và quản lý tài chính trong thời gian khủng hoảng,3
Chi tiết về dữ liệu phạm vi mục tiêu và tính toán được bao gồm trong phương pháp thu thập dữ liệu của chúng tôi và chúng tôi công bố chỉ mục GRI trên trang web của mình,0
Và vì căng thẳng tài chính thường liên quan đến nạn buôn người và hôn nhân sớm PROTECT cung cấp đào tạo cho những người sống sót sau khi bị buôn người và những người trẻ tuổi có nguy cơ để có được kỹ năng làm việc theo yêu cầu với các liên kết với các nhà tuyển dụng tiềm năng,2
"Tích luỹ và thúc đẩy đầu tư vào các trụ cột then chốt này – Tài năng, Kỹ thuật số và Dữ liệu.",3
Bắt đầu bao gồm các tấm pin mặt trời mới trên cơ sở mái nhà phía sau với công suất ước tính tạo ra 25003000 kWh mỗi ngày,1
Trong thời gian báo cáo một số địa điểm đã được nêu rõ tại thành phố Hồ Chí Minh và Hà Nội,0
Microsoft Office 365 cung cấp phần mềm liên tục để hỗ trợ một môi trường làm việc linh hoạt agile và cải thiện năng suất lao động,2
"Ban lãnh đạo của Tập đoàn xác định rõ ràng các nhiệm vụ ưu tiên nhằm tiếp tục nâng cao hiệu quả hoạt động thông qua việc áp dụng các thông lệ quốc tế về quản trị doanh nghiệp, đồng thời tăng cường gắn kết trao đổi với các bên liên quan để đạt được mục tiêu đề ra.",3
Thông qua sự kết hợp của chiến lược chuyên môn và sáng tạo chúng tôi giúp khách hàng đẩy nhanh quá trình chuyển đổi chuyển đổi kỹ thuật số và văn hóa cho phép họ có được sự thay đổi cần thiết để sở hữu tương lai của mình,2
Chúng ta sẽ tác động đến chuỗi cung ứng vải của mình để bảo vệ các khu rừng cổ xưa và đang bị đe doạ còn lại trên thế giới1 và môi trường sống của các loài đang bị đe doạ2,1
Khi cộng đồng trên thế giới trải qua những tác động của biến đổi khí hậu chúng tôi tin rằng chúng ta cần là một phần của giải pháp,1
xem pwe xây dựng rủi ro biến đổi khí hậu vào công việc rủi ro chiến lược rộng lớn hơn của chúng ta Uỷ ban Kiểm toán có thể sẽ đóng một vai trò tăng lên trong việc quản lý các rủi ro này,3
Mears Phản ứng của Chủ tịch PLC hoan nghênh cái nhìn sâu sắc thách thức và hỗ trợ từ Ban Tác động Xã hội Đa dạng và sự đảm bảo được cung cấp bởi các chuyên gia bên ngoài ngồi trong hội đồng quản trị,3
Để đo lường tiến độ chúng tôi tiến hành đo lượng khí thải carbon hàng năm để đo lường lượng khí thải GHG,1
Ở Nam Nevada Dự án Just One truyền cảm hứng cho mọi người để đền đáp bằng cách huy động tình nguyện viên để giúp xây dựng cộng đồng mạnh mẽ hơn lành mạnh hơn,2
Công cụ của chúng tôi cũng sẽ hỗ trợ các cảng trong việc báo cáo dữ liệu phát thải của họ điều này sẽ sớm trở thành một yêu cầu pháp lý,1
"Đến năm 2023, số lượng lao động dự kiến tại Tập đoàn Dịch vụ Nova, Tập đoàn Tiêu dùng Nova và Tập đoàn Bất động sản Novaland là khoảng 40.",2
Trong suốt cuộc đời của mình Bảo Việt nhận thức được rằng khi một công ty trải qua những sự kiện thay đổi việc cân bằng các nguồn năng lượng mà nó tiêu thụ trực tiếp hoặc gián tiếp cũng có thể góp phần làm giảm thiểu tác động đến môi trường,1
Hiểu các nguồn phát thải khí nhà kính của chúng tôi Hiến chương giải thích cho phát thải khí nhà kính trong cả hoạt động và chuỗi giá trị của chúng tôi phù hợp với các khái niệm phạm vi được xác định trong Giao thức GHG,1
TMV đã thiết lập điểm thu hồi chất thải điện tử cho các hạng mục như ắc quy CPU máy ảnh đầu CDDVD và điều hòa không khí săm lốp xe ô tô bị loại bỏ hoặc dầu nhớt và ký hợp đồng với đơn vị có chức năng xử lý chúng theo đúng quy định của Luật,1
2020 2019 2018 2017 233 255 291 304 367 Hoa Kỳ Eurest gia nhập Viện Xây dựng WELL với tư cách là thành viên chủ chốt về an toàn nơi làm việc Vương quốc Anh Ireland Chiến dịch Xem Chăm sóc Chia sẻ Tâm trí đã tăng báo cáo của nhân viên về các mối nguy hiểm,2
Việc duy trì sự cân bằng về giới trong kết cấu nguồn nhân lực đặt ra những thách thức đáng kể cho bất kỳ nhà tuyển dụng nào trong ngành xây dựng hoặc bất động sản do đặc thù của lao động,2
Báo cáo này đại diện cho chính sách và ý định hiện tại của ICE và không nhằm tạo ra các quyền hoặc nghĩa vụ pháp lý,3
Việc thực hiện thành công việc tạo ra sản phẩm đáp ứng cam kết với khách hàng được đảm bảo thông qua phương pháp có kỷ luật để đánh giá và cải thiện hiệu quả của kiểm soát quản lý rủi ro tiến hành kiểm tra quy trình tại các phòng ban cụ thể tập trung vào chất lượng an toàn và lưu trữ hồ sơ dữ liệu,2
Do đó tôi sẽ có một sự thay đổi lớn và quan trọng khi nói đến những vấn đề về môi trường,1
Mặc dù có thái độ tích cực đối với các sản phẩm và dịch vụ bền vững người tiêu dùng thường tin rằng những sản phẩm này có chất lượng thấp hơn,2
Chúng tôi tiếp tục tập trung vào việc lắp đặt thêm các trạm sạc xe điện tại các khu nhà của mình,1
Theo dữ liệu của Bộ Công an tính đến ngày 1 tháng 5 năm 2022 giảm 8 so với cùng kỳ chủ yếu từ xe ô tô phục vụ cán bộ đi làm việc công tác và các thành phố lân cận,2
Nó giúp tôi xây dựng sự tự tin và những người theo tôi,0
Lượng khí thải trong năm 2022 tăng so với năm 2021 nguyên nhân là do nhiều yếu tố khác nhau như Tập đoàn đang phục hồi sản xuất sau dịch Covid19 và Nhà máy Nhiệt điện Sông Hậu vận hành thương mại,1
Ngoài ra nó còn tài trợ cho các dự án nghiên cứu khoa học và phát triển giáo dục của trường đại học này,2
là sự khác biệt cho các gia đình trong cộng đồng địa phương trên toàn quốc,0
Sự đa dạng và toàn diện toàn cầu là những lợi thế chiến lược hỗ trợ tăng trưởng kinh doanh đồng thời cho phép chúng ta thu hút phát triển gắn kết và giữ lại những tài năng tốt nhất và phục vụ nhu cầu của một cơ sở khách hàng ngày càng toàn cầu và đa dạng,2
Vương quốc Anh có một lịch sử sâu sắc về kể chuyện,0
Hợp đồng LCFS của ICE giúp những người tham gia thị trường phân bổ vốn cho các công nghệ mới nổi và rủi ro tuân thủ phòng hộ cũng như cung cấp các tín hiệu giá,2
Kết nối cung cấp cho các doanh nghiệp vừa và nhỏ cũng như cộng đồng địa phương quyền truy cập vào tri thức và công nghệ tiên tiến,2
Hoàn thành đào tạo nhận thức nâng cao để triển khai một cuộc kiểm toán tác động môi trường cơ bản trên toàn bộ khuôn viên của bạn đối với mọi dự án có ảnh hưởng đến môi trường,2
Trong các nhân viên tham gia thông qua các hoạt động chăm sóc sức khoẻ của chúng tôi Chương trình Nhóm Tài nguyên Nhân viên và các chương trình phát triển chuyên môn,2
Tính đến khi kết thúc đại diện tăng lên 30 vai trò lãnh đạo của Hoa Kỳ,0
"Công ty cổ phần Tập đoàn Vingroup báo cáo về tình hình thực hiện các mục tiêu phát triển bền vững năm 2021, trong đó có hoạt động của Vinhomes – một đơn vị thành viên chuyên về lĩnh vực kinh doanh bất động sản tại Việt Nam.",3
Chúng tôi tiếp tục đánh giá các cơ hội tiềm năng và quan hệ đối tác để cho phép chúng tôi giải quyết các thách thức về hậu cần và vận tải đối với việc tìm nguồn cung ứng các sản phẩm độc đáo,3
Chương trình chăm sóc sức khoẻ tích cực cho nhân viên của Tetra Tech bao gồm Thử thách cuộc sống lành mạnh hàng năm của chúng tôi mở cửa cho tất cả nhân viên,2
Đảm bảo phát triển kinh tế đi đôi với bảo vệ môi trường là điều cần thiết cho sự thịnh vượng lâu dài,0
Các nhóm làm việc về ESG của chúng ta họp thường xuyên trong suốt năm,0
Nhiệm vụ là thành lập doanh nghiệp quốc gia một thành viên thuộc Tập đoàn Viễn thông Quân đội,0
Tổ chức huấn luyện an toàn vệ sinh lao động phòng ngừa tai nạn sự cố đào tạo chuyên môn kỹ thuật và thực hiện công tác bảo hộ lao động theo quy định của pháp luật,2
Việc nắm vững các công nghệ này cho phép chúng tôi không ngừng đổi mới để tăng hiệu quả và giảm chi phí sản xuất giúp tiết kiệm ước tính khoảng 100120 tỷ đồng mỗi năm so với giai đoạn trước đây khi phải nhập khẩu,3
Chúng tôi tiếp tục kết nối với hàng triệu khách hàng và hàng ngàn đối tác và nhà cung cấp để hỗ trợ họ giảm lượng khí thải carbon,1
Mục tiêu của chúng tôi là chuyển hướng các hoạt động của mình vào năm 2050 và vào năm 2021 chúng tôi đã chuyển hướng 44 chất thải từ các hoạt động của mình,1
Để giải quyết các vấn đề chính chi tiết hơn Hội đồng quản trị đã thành lập bốn ủy ban làm việc Ủy ban kiểm toán Ủy ban bồi thường Ủy ban đề cử và quản trị doanh nghiệp và Ủy ban điều hành,3
Trên toàn cầu tần suất bị thương mất thời gian của chúng tôi là 080 trên 200000 giờ làm việc 3,2
Là một thành viên của cả Hiệp hội Nước mắm Truyền thống và Hội Nước mắm Nha Trang.,0
Trong các chương trình nông nghiệp tái tạo với người trồng và các đối tác chiến lược trên toàn thế giới,2
Khóa đào tạo này bao gồm thành kiến vô thức nhận thức phân biệt đối xử vai trò lãnh đạo và kinh doanh,2
Công ty TNHH Bảo hiểm xã hội Việt Nam SSI triển khai đầy đủ các quy trình chính sách và thủ tục phòng ngừa rủi ro cho thương hiệu của mình,2
Trình độ học vấn Quản trị kinh doanh năm 022020 cho đến nay trong khoảng thời gian từ tháng 62000 đến tháng 022020 là Phó Chủ tịch HĐQT kiêm Tổng Giám Đốc Điều Hành CEO STK,3
Khi chúng tôi xác định một vấn đề môi trường vật liệu tiềm năng trong quá trình thẩm định mua lại của mình chúng tôi phân tích rủi ro và khi thích hợp thực hiện đánh giá môi trường sâu hơn để xác minh và định lượng mức độ ô nhiễm tiềm tàng,3
"Các vấn đề được báo cáo chủ yếu xảy ra trên mỗi kênh giao dịch của chúng tôi - bao gồm cả Trung tâm Dịch vụ Khách hàng 24/7 và các chi nhánh/phòng giao dịch địa phương của chúng tôi, nơi có nhiều khách hàng nhận thấy sự không hài lòng sau khi sử dụng dịch vụ.",2
Chứng chỉ Declare do Viện Quốc tế Cuộc sống Tương lai International Living Future Institute cấp là một tổ chức chuyên cung cấp thông tin minh bạch về nguồn gốc và thành phần sản phẩm công nhận sản phẩm của Công ty An toàn cho các dự án xây dựng,2
Phạm vi thử nghiệm đã chứng minh hiệu quả hoạt động tiềm năng của việc rút nước lên tới 350 triệu gallon mỗi năm và hàng triệu đô la tiết kiệm chi phí tiện ích và hoá học,1
Tuy nhiên các nhà sản xuất vẫn đang nỗ lực nghiên cứu và phát triển mặc dù họ chưa đạt được thành công nào cả,2
Đây là phiên bản đã chỉnh sửa của câu đó Các công ty ở Ấn Độ cho thấy rõ ràng rằng họ rất coi trọng nhân viên với lịch làm việc muộn hơn nhiều so với các đồng nghiệp Việt Nam,2
Các buổi đào tạo tập trung vào hai chủ đề chính Tạo ảnh hưởng tích cực và Hợp tác đội ngũ mạnh mẽ,2
Áp dụng hệ thống quản lý chất lượng và an toàn thực phẩm Phúc lợi động vật Xu hướng của ngành chăn nuôi thế giới Các yêu cầu về phúc lợi động vật ngày càng cao đòi hỏi các quy trình trong quá trình chăn nuôi thu hoạch chế biến phải thay đổi theo,2
